,title,link,address,rent,rooms,bathrooms,residents,start_date,furnished,悉尼大学步行距离,新南威尔士大学Paddington校区步行距离,西悉尼大学Campbelltown分校步行距离,新南威尔士大学步行距离,麦考瑞大学步行距离,悉尼科技大学步行距离,泰勒学院步行距离,拉筹伯大学悉尼校区步行距离,泰勒语言学校步行距离,悉尼电影学院步行距离,西悉尼大学Parramatta分校步行距离,西悉尼大学步行距离,悉尼大学坐车距离,新南威尔士大学Paddington校区坐车距离,新南威尔士大学坐车距离,麦考瑞大学坐车距离,悉尼科技大学坐车距离,泰勒学院坐车距离,泰勒语言学校坐车距离,悉尼电影学院坐车距离,西悉尼大学Parramatta分校坐车距离,西悉尼大学坐车距离,WIFI,厨房,游泳池,餐馆,火车站,冰箱,公园,公交站,电梯,空调,阳台,健身房,包bill,洗衣机,电视,超市,收起,近city
1755,Waterloo 小草楼高档 一室一厅 优惠出租,https://www.awehome.com/au/sydney/detail-apartments-23979,"5 Sam Sing Street, Waterloo New South Wales 2017, Australia",550,1,1,1,2020-10-23,0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1756,Ashfield一房一书房整租 书房很大，推拉门带窗可住人,https://www.awehome.com/au/sydney/detail-apartments-23975,"1 Markham Place, Ashfield New South Wales 2131, Australia",550,2,1,3,2020-10-23,0,7228.0,,,,,8138.0,,,,,,,7473.0,,,,8014.0,,,,,,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1
1757,zetland复试两房两卫、主次卧各占一层、独立卫浴次卧出租,https://www.awehome.com/au/sydney/detail-apartments-23662,"1 Lamond Lane, Zetland New South Wales 2017, Australia",2020,2,2,2,2020-12-13,1,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
1758,wolli creek 6楼两房两卫公寓,https://www.awehome.com/au/sydney/detail-apartments-22945,"2-6 Willis Street, Wolli Creek New South Wales 2205, Australia",735,2,2,4,2020-10-23,1,6825.0,,,,,8124.0,,,,,,,6950.0,,,,8246.0,,,,,,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1759,zetland 超大复式两房两卫 次卧出租,https://www.awehome.com/au/sydney/detail-apartments-22635,"1 Lamond Lane, Zetland New South Wales 2017, Australia",900,2,2,2,2020-10-23,1,3308.0,,,3325.0,,,354.0,,,,,,4464.0,,3915.0,,,674.0,,,,,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1
1760,Waterloo近UNSW 泰勒学院 带独卫次卧出租,https://www.awehome.com/au/sydney/detail-apartments-21611,"17 Lachlan Street, Waterloo New South Wales 2017, Australia",410,2,2,4,2020-10-23,1,,,,3094.0,,3272.0,,,795.0,,,,,,3593.0,,3639.0,,797.0,,,,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
1761,Rosebery两房两卫公寓家电全齐，公交直达UNSW、USYD,https://www.awehome.com/au/sydney/detail-apartments-19757,"Dalmeny Avenue, Rosebery New South Wales 2018, Australia",2021,2,2,4,2021-07-31,1,4876.0,4454.0,,4454.0,,4765.0,,,,,,,5748.0,4787.0,,,5072.0,,,,,,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
1762,City核心区域的高层两房两卫公寓，旁边是海德公园,https://www.awehome.com/au/sydney/detail-apartments-19727,"Harbour Street, Sydney New South Wales 2000, Australia",2020,2,2,4,2020-12-11,1,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
1763,临近悉尼唐人街，一室一厅高性价比,https://www.awehome.com/au/sydney/detail-apartments-19723,"83 Harbour Street, Haymarket New South Wales 2000, Australia",2021,1,1,2,2021-07-07,0,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1764,Waterloo超大空间两房两卫整租 超大的客厅和阳台,https://www.awehome.com/au/sydney/detail-apartments-18184,"11 Lachlan Street, Waterloo New South Wales 2017, Australia",2020,2,2,4,2020-10-03,1,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1765,chippendale 极近悉尼大学 以及商学院 特价两房,https://www.awehome.com/au/sydney/detail-apartments-15369,1 Shepherd St Chippendale,850,2,1,4,2020-10-23,1,1615.0,,,,,2920.0,,,,,,,1594.0,,,,2890.0,,,,,,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0
1766,The Place全新公寓两房两卫招租,https://www.awehome.com/au/sydney/detail-apartments-15319,"7-9 Cavill Avenue, Ashfield New South Wales 2131, Australia",2021,2,2,4,2021-02-21,1,7325.0,,,,,8158.0,,,,,,,7309.0,,,,7851.0,,,,,,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0
1767,Waterloo核心区，旁边是大型综合休闲区,https://www.awehome.com/au/sydney/detail-apartments-22773,"17 Lachlan St, Waterloo NSW 2017,Australia",2020,2,2,4,2020-09-30,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0
1768,Iglu Broadway Single Bedroom,https://www.awehome.com/au/sydney/detail-apartments-11378,"9 Kensington St, Chippendale NSW 2008,Australia",499,1,1,1,2020-10-23,1,1536.0,,,5778.0,19182.0,,,,,,,,2034.0,,5889.0,,,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1769,Iglu Redfern Single Bedroom,https://www.awehome.com/au/sydney/detail-apartments-11373,"60 Regent St, Chippendale NSW 2008,Australia",484,1,1,1,2020-10-23,1,1462.0,,,5487.0,19366.0,,,,,,,,1898.0,,5612.0,,,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1770,Iglu Chatswood Studio Apartment,https://www.awehome.com/au/sydney/detail-apartments-11370,"73 Albert Ave, Chatswood NSW 2067,Australia",519,1,1,1,2020-10-23,1,13488.0,,,16361.0,8666.0,,,,,,,,,,,11630.0,,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1771,Iglu Chatswood Single Bedroom,https://www.awehome.com/au/sydney/detail-apartments-11367,"73 Albert Ave, Chatswood NSW 2067,Australia",385,1,1,1,2020-10-23,1,13488.0,,,16361.0,8666.0,,,,,,,,,,,11630.0,,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1772,Iglu Central Park Single Bedroom,https://www.awehome.com/au/sydney/detail-apartments-11353,"56 Lower Campbell St, Surry Hills NSW 2010,Australia",501,1,1,1,2020-10-23,1,1276.0,,,,,,,,,,,,1738.0,,,,,,,,,,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1773,Urbanest--Darling House--独卫单间、包一日三餐,https://www.awehome.com/au/sydney/detail-apartments-6209,"39 Darling Drive, Sydney New South Wales 2000, Australia",619,1,1,2,2020-10-23,1,2692.0,,,6882.0,,1573.0,,,,,,,3429.0,,7444.0,,1283.0,,,,,,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0
1774,Urbanest Cleveland St 悉尼合作学生公寓,https://www.awehome.com/au/sydney/detail-apartments-6204,"142 Abercrombie Street, Redfern New South Wales 2016, Australia",369,1,1,2,2020-10-23,1,1082.0,,,5576.0,18807.0,,,,,,,,1557.0,,5785.0,,,,,,,,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1775,Urbanest Darling House--独卫主卧两个人入住、包一日三餐,https://www.awehome.com/au/sydney/detail-apartments-15708,"39 Darling Drive, Sydney New South Wales 2000, Australia",605,1,1,2,2020-10-23,1,1885.0,,,6526.0,,766.0,,,,,,,3626.0,,7641.0,,1480.0,,,,,,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1776,Urbanest--Darling Square--两个人share,https://www.awehome.com/au/sydney/detail-apartments-6195,"41 Darling Drive, Haymarket New South Wales 2000, Australia",395,1,1,2,2020-10-23,1,2028.0,,,6218.0,,909.0,,,,,,,2768.0,,6783.0,,623.0,,,,,,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
1777,市中心urbanest学生公寓studio招租,https://www.awehome.com/au/sydney/detail-apartments-5362,"41 Darling Drive, Haymarket New South Wales 2000, Australia",599,1,1,2,2020-10-23,1,2028.0,,,6218.0,,909.0,,,,,,,2768.0,,6783.0,,623.0,,,,,,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0
1778,Central Park 草楼 超棒户型studio 包家具包bill,https://www.awehome.com/au/sydney/detail-apartments-27382,"Hyde Park, Park St., Sydney, New South Wales 2000, Australia",2020,1,1,2,2020-09-08,1,3317.0,,,,,2039.0,,,,,,,3953.0,,,,1948.0,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1779,ultimo特价一房整租、近全新，可做小两房,https://www.awehome.com/au/sydney/detail-apartments-27817,"349 Bulwara Road, Ultimo New South Wales 2007, Australia",2020,1,1,2,2020-09-15,1,1720.0,,,,,604.0,3329.0,,,,,,2935.0,,,,603.0,3568.0,,,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1780,Zetland近Green Square低价一房公寓出租,https://www.awehome.com/au/sydney/detail-apartments-27129,"13 Joynton Avenue, Zetland New South Wales 2017, Australia",2020,1,1,2,2020-08-14,1,3298.0,,,3284.0,,3187.0,,,,,,,4375.0,,3496.0,,3699.0,,,,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1781,奥林匹克公园视野超好的两房两卫带+阳光房,https://www.awehome.com/au/sydney/detail-apartments-27460,"1 Brushbox Street, Sydney Olympic Park New South Wales 2127, Australia",2020,2,2,4,2020-08-31,1,14264.0,,,,11204.0,15185.0,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1782,Burwood近车站3房2卫公寓、包bill！！,https://www.awehome.com/au/sydney/detail-apartments-27915,"Clifton Avenue, Burwood New South Wales 2134, Australia",2020,3,2,4,2020-09-16,1,9121.0,,,,,10030.0,,,,,,,8980.0,,,,9522.0,,,,,,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1783,短租福利 waterloo两房两卫 卧室可住2-4人,https://www.awehome.com/au/sydney/detail-apartments-27677,"40 Mcevoy Street, Waterloo New South Wales 2017, Australia",2020,2,2,4,2020-09-08,1,2569.0,,,3778.0,,,481.0,,,,,,3741.0,,4258.0,,,714.0,,,,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1784,Mascot Central主卧，整套加你共两人,https://www.awehome.com/au/sydney/detail-apartments-27400,"6 Etherden Walk, Mascot New South Wales 2020, Australia",2020,2,2,3,2020-09-03,1,4792.0,,,,,5650.0,3444.0,,,,,,4886.0,,,,6183.0,3280.0,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1785,Darling两室一卫优惠整租,https://www.awehome.com/au/sydney/detail-apartments-27315,"83 Harbour Street, Haymarket New South Wales 2000, Australia",2020,2,1,3,2020-09-05,1,2183.0,,,6217.0,,960.0,,,,,,,3373.0,,6662.0,,1040.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1786,Green square UNO两居室包bill家具低价出租,https://www.awehome.com/au/sydney/detail-apartments-27121,"6 Paul Street, Bondi Junction New South Wales 2022, Australia",2020,2,1,3,2020-08-17,1,7299.0,,,4993.0,,6291.0,,,,,,,7582.0,,5462.0,,7526.0,,,,,,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1787,特价 Darling 高层两房两卫 朝阳 带豪华家具 8月入住,https://www.awehome.com/au/sydney/detail-apartments-26891,"82 Hay Street, Haymarket New South Wales 2000, Australia",2020,2,2,4,2020-08-07,1,2196.0,,,,,952.0,,,,,,,3440.0,,,,1108.0,,,,,,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1788,悉尼Haymarket 复式两房两卫整租 楼上楼下互不打扰,https://www.awehome.com/au/sydney/detail-apartments-25738,"107 Quay Street, Haymarket New South Wales 2000, Australia",930,2,2,4,2020-10-23,1,1901.0,,,5744.0,,761.0,,,,,,,2647.0,,6402.0,,516.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1789,Mascot2房1卫低价出租、近车站，家具齐全，提供车位,https://www.awehome.com/au/sydney/detail-apartments-26848,"260 Coward Street, Mascot New South Wales 2020, Australia",2020,2,1,3,2020-08-20,1,5318.0,,,4776.0,,5696.0,,,,,,,5567.0,,4746.0,,5658.0,,,,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1790,悉尼Zetland OVO三房两卫 高层 带车位 包家具,https://www.awehome.com/au/sydney/detail-apartments-26769,"6 Ebsworth Street, Zetland New South Wales 2017, Australia",2020,3,2,3,2020-08-08,1,3023.0,,,,,2912.0,479.0,,,,,,4564.0,,,,3888.0,775.0,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1791,悉大旁两房两卫带车位出租、可提供家具,https://www.awehome.com/au/sydney/detail-apartments-27705,"Purkis Street, Camperdown New South Wales 2050, Australia",2020,2,2,4,2020-09-09,1,1430.0,,,,,2315.0,,,,,,,1689.0,,,,2231.0,,,,,,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
1792,【9月房源】Zetalnd 一室一厅优质公寓出租,https://www.awehome.com/au/sydney/detail-apartments-27270,"Zetland, New South Wales, Australia",2020,1,1,1,2020-09-14,1,3842.0,,,3353.0,,,963.0,,,,,,4955.0,,3654.0,,,1010.0,,,,,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
1793,【特价房源】Darling 82 Hay 整栋超低租金一室一厅 带家具出租,https://www.awehome.com/au/sydney/detail-apartments-27087,"82 Hay Street, Haymarket New South Wales 2000, Australia",2020,1,1,1,2020-09-01,1,2196.0,,,,,952.0,,,,,,,3440.0,,,,1108.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1794,Ultimo-新白楼两房两卫公寓招租,https://www.awehome.com/au/sydney/detail-apartments-26927,"71 Jones Street, Ultimo New South Wales 2007, Australia",2020,2,2,3,2020-08-11,1,1649.0,,,,,882.0,,,,,,,3225.0,,,,892.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1795,悉尼The Place网红楼超大两室 步行火车站4分钟,https://www.awehome.com/au/sydney/detail-apartments-26504,"1 Markham Place, Ashfield New South Wales 2131, Australia",2020,2,2,4,2020-08-08,1,7228.0,,,,,8138.0,,,,,,,7473.0,,,,8014.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1796,Arncliffe火车站性价比之王， 两室两卫带家具,https://www.awehome.com/au/sydney/detail-apartments-27141,"1 Kyle Street, Arncliffe New South Wales 2205, Australia",2020,2,2,3,2020-08-17,1,7235.0,,,,,8584.0,,,,,,,7354.0,,,,8651.0,,,,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1797,悉尼Darling one两居室高层高档家具招租,https://www.awehome.com/au/sydney/detail-apartments-26803,"Tumbalong Boulevard, Haymarket New South Wales 2000, Australia",2020,2,2,3,2020-08-11,1,2072.0,,,,,953.0,,,,,,,3045.0,,,,712.0,,,,,,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1798,悉尼Rosebery 3房2卫+车位 复式公寓,https://www.awehome.com/au/sydney/detail-apartments-26061,"94 Dalmeny Avenue, Rosebery New South Wales 2018, Australia",920,3,2,4,2020-10-23,1,4391.0,,,3075.0,,,1698.0,,,,,,5273.0,,3565.0,,,1721.0,,,,,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1799,Mascot两室一卫590每周 舒适简装公寓，包家具,https://www.awehome.com/au/sydney/detail-apartments-26889,"260 Coward Street, Mascot New South Wales 2020, Australia",2020,2,1,3,2020-08-11,0,5318.0,,,4776.0,,5696.0,,,,,,,5567.0,,4746.0,,5658.0,,,,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1800,Ultimo-近百老汇Coles精装studio出租,https://www.awehome.com/au/sydney/detail-apartments-26867,"Bulwara Road, Ultimo New South Wales 2007, Australia",2020,1,1,2,2020-08-11,1,2186.0,,,,,1067.0,,,,,,,3512.0,,,,1179.0,,,,,,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1
1801,Darling Harbour 特价一房+书房,https://www.awehome.com/au/sydney/detail-apartments-26235,"82 Hay Street, Haymarket New South Wales 2000, Australia",600,1,1,2,2020-10-23,1,2196.0,,,6174.0,,952.0,,,,,,,3440.0,,6730.0,,1108.0,,,,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1802,central park 正对公园两房两卫带车位,https://www.awehome.com/au/sydney/detail-apartments-25555,"6 Central Park Avenue, Chippendale New South Wales 2008, Australia",960,2,2,4,2020-10-23,1,1334.0,,,5953.0,,,2671.0,,,,,,2112.0,,6124.0,,,2930.0,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1803,Waterloo-绿楼-高层-Luxury两房两卫-带家具,https://www.awehome.com/au/sydney/detail-apartments-26732,"5 Sam Sing Street, Waterloo New South Wales 2017, Australia",2020,2,2,3,2020-08-11,1,,,,3197.0,,3256.0,,,,,,,,,3910.0,,3420.0,,,,,,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1804,Waterloo 小绿楼 两房两卫 随时入住 低价出租 只要680,https://www.awehome.com/au/sydney/detail-apartments-26227,"5 Sam Sing Street, Waterloo New South Wales 2017, Australia",2020,2,2,4,2020-08-11,1,3345.0,,,3197.0,,,450.0,,,,,,4096.0,,3910.0,,,436.0,,,,,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
1805,Arnliffe 两房两卫整租 近机场 楼下车站 出行方便 租期灵活,https://www.awehome.com/au/sydney/detail-apartments-26222,"1 Kyle Street, Arncliffe New South Wales 2205, Australia",600,2,2,4,2020-10-23,1,7235.0,,,9623.0,,8584.0,,,,,,,7354.0,,10200.0,,8651.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1806,超值大3房 超近火车站 机场 近期随时可住 只需7？？,https://www.awehome.com/au/sydney/detail-apartments-26004,nan,820,,,,2020-10-23,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,悉尼East Village 楼上全新高层view 一室一厅 +study ，书房可住人,https://www.awehome.com/au/sydney/detail-apartments-25310,nan,750,,,,2020-10-23,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,悉尼 city 海德公园旁豪华两房两卫 书房,https://www.awehome.com/au/sydney/detail-apartments-26127,nan,1000,,,,2020-10-23,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,Ashfield The Place 全新一室一厅+书房 公寓优惠预定,https://www.awehome.com/au/sydney/detail-apartments-24700,nan,580,,,,2020-10-23,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,Central Park一房 9月入住 可情侣可养宠物,https://www.awehome.com/au/sydney/detail-apartments-27268,"Chippendale, New South Wales, Australia",2020,1,1,2,2020-09-01,1,1320.0,,,,,472.0,,,,,,,1868.0,,,,886.0,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1811,Waterfall 一室一厅一书房，书房有独立门可入住,https://www.awehome.com/au/sydney/detail-apartments-26902,"18-20 O'dea Avenue, Waterloo New South Wales 2017, Australia",2020,2,1,2,2020-08-20,1,3312.0,,,,,3201.0,359.0,,,,,,4282.0,,,,3606.0,331.0,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1812,Zetland Uno 2020全新豪华公寓 次卧特价招租 290包Bill,https://www.awehome.com/au/sydney/detail-apartments-26841,"Geddes Avenue, Zetland New South Wales 2017, Australia",2020,3,2,4,2020-08-15,1,,,,3471.0,,,839.0,,,,,,,,3952.0,,,961.0,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1813,Mascot 温馨大两房 随时可住 近火车站机场 出行生活方便 家具家电齐全,https://www.awehome.com/au/sydney/detail-apartments-26800,"Botany Road, Mascot New South Wales 2020, Australia",590,2,1,4,2020-10-23,1,5967.0,,,4860.0,,,3710.0,,,,,,6183.0,,4828.0,,,3322.0,,,,,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
1814,悉尼Central Park草楼高层 一室一厅带家具,https://www.awehome.com/au/sydney/detail-apartments-26744,"3 Carlton Street, Chippendale New South Wales 2008, Australia",2020,1,1,1,2020-08-10,1,1504.0,,,,,379.0,,,,,,,2154.0,,,,595.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1815,悉尼Central Park 一室一厅公寓带家具可包bill出租,https://www.awehome.com/au/sydney/detail-apartments-26492,"8 Central Park Avenue, Chippendale New South Wales 2008, Australia",595,1,1,1,2020-10-23,1,1205.0,,,5909.0,,529.0,,,,,,,1660.0,,6059.0,,546.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1816,悉尼Camperdown 黄金学区房 特价出租啦 安静无喧嚣,https://www.awehome.com/au/sydney/detail-apartments-25964,"30 Barr Street, Camperdown New South Wales 2050, Australia",820,2,1,3,2020-10-23,1,1370.0,,,,,2255.0,,,,,,,1883.0,,,,2171.0,,,,,,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
1817,悉尼 2室1卫 超值阳光大两房 超近火车站机场 特价租,https://www.awehome.com/au/sydney/detail-apartments-25652,"1 Church Avenue, Mascot New South Wales 2020, Australia",700,2,1,4,2020-10-23,1,5148.0,,,4832.0,,,2971.0,,,,,,6171.0,,4988.0,,,2878.0,,,,,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0
1818,Waterloo近East Village一房公寓整租来康康,https://www.awehome.com/au/sydney/detail-apartments-25549,"Tung Hop Street, Waterloo New South Wales 2017, Australia",600,1,1,2,2020-10-23,1,3419.0,,,3089.0,,,694.0,,,,,,4215.0,,3491.0,,,698.0,,,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
1819,Ultimo 两房次卧 低价转租 性价比超高,https://www.awehome.com/au/sydney/detail-apartments-25432,"99 Jones Street, Ultimo New South Wales 2007, Australia",360,2,2,2,2020-10-23,1,1532.0,,,6580.0,,674.0,,,,,,,2623.0,,7229.0,,1068.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1820,悉尼 Crown Group全新公寓楼 Waterloo主卧出租 五星级设施 随时入住,https://www.awehome.com/au/sydney/detail-apartments-25356,"Dunkerley Place, Waterloo New South Wales 2017, Australia",350,2,1,3,2020-10-23,0,3286.0,,,,,,,,,,,,3978.0,,,,3302.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1821,仅限女生 悉大旁两室次卧独卫 宠物友好,https://www.awehome.com/au/sydney/detail-apartments-27675,"30 Barr Street, Camperdown New South Wales 2050, Australia",2020,2,2,2,2020-09-13,1,1370.0,,,,,2255.0,,,,,,,1883.0,,,,2171.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1822,Wolli Creek 近火车站旁 单间招室友可长短租,https://www.awehome.com/au/sydney/detail-apartments-27233,"1-5 Gertrude Street, Wolli Creek New South Wales 2205, Australia",2020,3,2,3,2020-08-20,1,6764.0,,,,,8113.0,7013.0,,,,,,7021.0,,,,8318.0,7448.0,,,,,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1823,悉尼Ashfield 火车站旁两房两卫 公寓 包bill,https://www.awehome.com/au/sydney/detail-apartments-26665,"1 Markham Place, Ashfield New South Wales 2131, Australia",650,2,2,2,2020-10-23,1,7228.0,,,,,8138.0,,,,,,,7473.0,,,,8014.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1824,Burwood 火车站旁特价 一室一厅 公寓 可带家具,https://www.awehome.com/au/sydney/detail-apartments-26322,"6 Railway Parade, Burwood New South Wales 2134, Australia",530,1,1,1,2020-10-23,1,9162.0,,,,15229.0,10073.0,,,,,,,9200.0,,,,9741.0,,,,,,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1825,Burwood 近新一房 交通便利 随时入住,https://www.awehome.com/au/sydney/detail-apartments-26288,"Railway Parade, Burwood New South Wales 2134, Australia",530,1,1,2,2020-10-23,1,9886.0,,,,,10797.0,,,,,,,9610.0,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1826,Darling Sqaure 黄金位置 近唐人街 UTS 特价出租啦 高层视野好,https://www.awehome.com/au/sydney/detail-apartments-26120,"1 Steam Mill Lane, Haymarket New South Wales 2000, Australia",960,2,2,4,2020-10-23,1,1990.0,,,,,817.0,,,,,,,2901.0,,,,568.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1827,DUO两室一厅 带家具惊爆价优惠出租,https://www.awehome.com/au/sydney/detail-apartments-27082,"1 Chippendale Way, Chippendale New South Wales 2008, Australia",2020,2,1,3,2020-08-17,1,1392.0,,,5899.0,,268.0,,,,,,,2042.0,,6292.0,,483.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1828,悉尼Mascot Central两房两卫 Meriton公寓招租,https://www.awehome.com/au/sydney/detail-apartments-26805,"11 Etherden Walk, Mascot New South Wales 2020, Australia",2020,2,2,3,2020-08-11,0,4899.0,,,,,5756.0,,,,,,,5302.0,,,,6599.0,,,,,,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
1829,悉尼Central park两房两卫豪楼低价 招租,https://www.awehome.com/au/sydney/detail-apartments-26804,"Park Lane, Chippendale New South Wales 2008, Australia",2020,2,2,4,2020-08-11,0,1430.0,,,,,458.0,,,,,,,2232.0,,,,673.0,,,,,,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1
1830,悉尼Darling north 温馨大2房带车位限量出租,https://www.awehome.com/au/sydney/detail-apartments-26496,"83 Harbour Street, Haymarket New South Wales 2000, Australia",2020,2,1,4,2020-08-28,1,2183.0,,,,,960.0,,,,,,,3373.0,,,,1040.0,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1831,特价 草楼 豪华一房一卫 精美装修 购物中心环绕,https://www.awehome.com/au/sydney/detail-apartments-27203,"Carlton Street, Chippendale New South Wales 2008, Australia",2020,1,1,2,2020-08-18,1,1504.0,,,,,379.0,,,,,,,2154.0,,,,595.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1832,Forst Lodge 四室三卫 独立房间出租,https://www.awehome.com/au/sydney/detail-apartments-25501,"9 Junction Street, Forest Lodge New South Wales 2037, Australia",330,4,3,4,2020-10-23,1,1271.0,,,,17102.0,2178.0,,,,,,,3022.0,,,,2098.0,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
